86	53	1
86	75	1
86	57	1
86	48	1
86	80	1
86	66	1
87	86	1
87	17	1
87	62	1
87	56	1
87	24	1
87	20	1
87	65	1
88	49	1
88	58	1
88	83	1
88	69	1
88	46	1
88	53	1
88	73	1
88	67	1
89	88	1
89	1	1
89	37	1
89	25	1
89	33	1
89	55	1
89	45	1
90	5	1
90	8	1
90	23	1
90	0	1
90	11	1
90	50	1
90	24	1
90	69	1
90	28	1
91	29	1
91	48	1
91	66	1
91	69	1
91	44	1
91	86	1
91	57	1
91	80	1
92	91	1
92	35	1
92	15	1
92	86	1
92	48	1
92	57	1
92	61	1
92	66	1
92	75	1
93	0	1
93	23	1
93	80	1
93	16	1
93	4	1
93	82	1
93	91	1
93	41	1
93	9	1
94	34	1
94	19	1
94	55	1
94	79	1
94	80	1
94	29	1
94	30	1
94	82	1
94	35	1
95	70	1
95	69	1
95	76	1
95	62	1
95	56	1
95	27	1
95	17	1
95	87	1
95	37	1
96	48	1
96	17	1
96	76	1
96	27	1
96	56	1
96	65	1
96	20	1
96	87	1
97	5	1
97	86	1
97	58	1
97	11	1
97	59	1
97	63	1
98	97	1
98	77	1
98	48	1
98	84	1
98	40	1
98	10	1
98	5	1
98	52	1
98	81	1
99	89	1
99	34	1
99	14	1
99	85	1
99	54	1
99	18	1
99	31	1
99	61	1
99	71	1
99	14	1
100	99	1
100	82	1
100	13	1
100	2	1
100	15	1
100	32	1
100	64	1
100	47	1
100	39	1
100	6	1
101	51	1
101	30	1
101	94	1
101	1	1
101	79	1
101	58	1
101	19	1
101	55	1
101	35	1
101	29	1
102	100	1
102	74	1
102	52	1
102	98	1
102	72	1
102	40	1
102	10	1
102	3	1
103	102	1
103	33	1
103	45	1
103	25	1
103	89	1
103	37	1
103	1	1
103	70	1
104	72	1
104	11	1
104	0	1
104	93	1
104	67	1
104	41	1
104	16	1
104	87	1
104	23	1
104	4	1
104	9	1
105	89	1
105	103	1
105	33	1
105	62	1
105	37	1
105	45	1
105	1	1
105	80	1
105	25	1
106	25	1
106	56	1
106	92	1
106	2	1
106	13	1
106	32	1
106	60	1
106	6	1
106	64	1
106	15	1
106	39	1
107	88	1
107	75	1
107	98	1
107	102	1
107	72	1
107	40	1
107	81	1
107	5	1
107	10	1
107	84	1
108	4	1
108	9	1
108	7	1
108	51	1
108	77	1
108	21	1
108	78	1
108	22	1
108	68	1
109	79	1
109	30	1
109	63	1
109	1	1
109	33	1
109	103	1
109	105	1
109	45	1
109	25	1
109	89	1
109	37	1
110	67	1
110	13	1
110	24	1
110	80	1
110	88	1
110	49	1
110	73	1
110	46	1
110	83	1
110	53	1
111	23	1
111	64	1
111	46	1
111	78	1
111	8	1
111	21	1
111	51	1
111	7	1
111	108	1
111	68	1
111	77	1
112	52	1
112	96	1
112	97	1
112	57	1
112	66	1
112	63	1
112	44	1
112	92	1
112	75	1
112	91	1
113	28	1
113	20	1
113	95	1
113	59	1
113	70	1
113	17	1
113	87	1
113	76	1
113	65	1
113	96	1
114	83	1
114	88	1
114	110	1
114	53	1
114	49	1
114	73	1
114	46	1
114	67	1
114	58	1
114	15	1
114	104	1
